#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-29T22:56:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cc604a26b63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/19&tab:{V/19/data}&key:source=V/19/data&HTTPPRM:&&-ref=VIZ5cc604a26b63&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=Cl&-out=N&-out=ID&-out=B-V&-out=Vmag&-out=LC&-out=log.Teff&-out=logL&-out=Age&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=V/19/data
#-order=I
#-out=log.Teff
#-out=logL
#

#RESOURCE=yCat_5019
#Name: V/19
#Title: Masses and Ages of Stars in 68 Open Clusters (Piskunov 1980)
#Table	V_19_data:
#Name: V/19/data
#Title: Data for individual stars
#Column	log.Teff	(F6.3)	Logarithm of effective temperature	[ucd=phys.temperature.effective]
#Column	logL	(F5.2)	Logarithm of luminosity	[ucd=phys.luminosity]
log.Teff;logL
 3.844; 0.95
 3.844; 0.95
 3.844; 0.95
 3.858; 0.94
 3.850; 0.92
 3.850; 0.92
 3.850; 0.92
 3.844; 0.89
 3.844; 0.89
 3.844; 0.89
 3.844; 0.82
 3.837; 0.77
 3.800; 0.72
 3.819; 0.66
 3.809; 0.58
 3.784; 0.56
 3.816; 0.54
 3.777; 0.45
 3.777; 0.45
 3.777; 0.45
 3.803; 0.42
 3.806; 0.40
 3.777; 0.41
 3.777; 0.41
 3.777; 0.41
 3.791; 0.38
 3.782; 0.23
 3.782; 0.21
 3.750; 0.20
 3.750; 0.20
 3.750; 0.20
 3.768; 0.16
 3.782; 0.09
 3.768; 0.09
 3.766; 0.07
 3.837; 0.02
 3.761; 0.04
 3.761;-0.01
 3.759;-0.01
 3.755;-0.03
 3.730;-0.09
 3.741;-0.15
 3.714;-0.14
 3.736;-0.23
 3.748;-0.24
 3.714;-0.31
 3.800;-0.38
 3.705;-0.30
 3.716;-0.32
 3.691;-0.30
 3.714;-0.35
 3.711;-0.37
 3.707;-0.37
 3.711;-0.48
 3.705;-0.48
 3.693;-0.51
 3.844;-0.69
 3.757;-0.66
 3.698;-0.59
 3.664;-0.63
 3.652;-0.61
 3.652;-0.61
 3.652;-0.61
 3.759;-0.87
 3.670;-0.77
 3.639;-0.69
 3.639;-0.69
 3.639;-0.69
 3.623;-0.70
 3.652;-0.81
 3.652;-0.81
 3.652;-0.81
 3.606;-0.64
 3.601;-0.69
 3.641;-0.86
 3.641;-0.86
 3.641;-0.86
 3.609;-0.81
 3.716;-1.12
 3.627;-0.93
 3.607;-0.86
 3.720;-1.17
 3.718;-1.26
 3.607;-1.05
 3.589;-0.97
 3.581;-0.95
 3.714;-1.43
 3.315; 0.62
 3.572;-1.03
 3.578;-1.07
 3.569;-1.08
 3.659;-1.49
 3.564;-1.06
 3.564;-1.07
 3.618;-1.42
 3.618;-1.42
 3.618;-1.42
 3.594;-1.33
 3.569;-1.18
 3.564;-1.17
 3.558;-1.18
 3.550;-1.22
 3.575;-1.40
 3.478;-0.80
 3.547;-1.30
 3.215; 0.61
 3.648;-1.96
 3.645;-1.98
 3.668;-2.05
 3.487;-1.10
 3.841;-2.40
 3.532;-1.56
 3.556;-1.73
 4.075;-2.20
 4.010;-2.37
 3.664;-2.32
 3.620;-2.19
 3.620;-2.19
 3.620;-2.19
 3.589;-2.05
 4.000;-2.43
 3.535;-1.78
 3.650;-2.42
 3.055; 1.06
 3.515;-1.71
 3.515;-1.75
 3.586;-2.26
 3.538;-1.95
 3.532;-1.95
 3.535;-1.97
 3.547;-2.07
 3.620;-2.54
 3.620;-2.54
 3.620;-2.54
 3.641;-2.62
 3.670;-2.71
 3.526;-2.03
 3.592;-2.47
 3.700;-2.82
 3.723;-2.87
 3.589;-2.47
 3.607;-2.57
 3.607;-2.57
 3.607;-2.57
 3.435;-1.40
 3.625;-2.66
 3.521;-2.06
 3.695;-2.89
 3.512;-2.05
 3.535;-2.23
 3.686;-2.94
 3.666;-2.90
 3.586;-2.59
 3.547;-2.36
 2.815; 2.01
 3.618;-2.81
 3.618;-2.81
 3.618;-2.81
 3.064; 0.58
 3.509;-2.18
 3.550;-2.49
 2.976; 1.03
 3.465;-1.87
 3.782;-3.22
 3.768;-3.23
 3.500;-2.19
 3.476;-2.01
 3.436;-1.71
 3.518;-2.34
 3.782;-3.29
 3.575;-2.76
 3.521;-2.47
 2.948; 1.02
 3.521;-2.57
 3.618;-3.29
 3.387;-1.69
 3.387;-1.69
 3.411;-1.92
 3.425;-2.03
 3.594;-3.41
 3.594;-3.41
 3.594;-3.41
 3.586;-3.58
 3.586;-3.58
 3.586;-3.58
 3.509;-3.15
 3.479;-3.01
 3.641;-4.07
 3.900;-4.46
 3.792; 1.77
 3.860; 1.71
 3.940; 1.72
 3.943; 1.65
 4.029; 1.72
 3.957; 1.55
 3.925; 1.29
 3.901; 1.18
 3.928; 1.20
 3.863; 1.12
 3.896; 1.10
 3.897; 1.08
 3.886; 1.03
 3.897; 1.02
 3.874; 1.00
 3.903; 0.99
 3.860; 0.72
 3.833; 0.53
 3.820; 0.45
 3.817; 0.44
 3.787; 0.44
 3.787; 0.44
 3.787; 0.44
 3.803; 0.35
 3.805; 0.33
 3.799; 0.28
 3.800; 0.28
 3.802; 0.26
 3.797; 0.26
 3.783; 0.27
 3.785; 0.22
 3.789; 0.17
 3.776; 0.11
 3.780; 0.07
 3.782; 0.06
 3.771;-0.02
 3.770;-0.03
 3.728;-0.16
 3.750;-0.24
 3.724;-0.24
 3.715;-0.38
 3.728;-0.45
 3.701;-0.53
 4.050; 2.41
 4.040; 2.28
 4.117; 2.40
 4.062; 1.92
 4.075; 1.82
 4.062; 1.71
 4.010; 1.57
 3.945; 1.42
 3.975; 1.39
 3.927; 1.32
 3.936; 1.24
 3.905; 1.10
 3.963; 1.14
 3.847; 0.82
 3.865; 0.72
 3.834; 0.68
 3.841; 0.65
 3.822; 0.53
 3.803; 0.53
 3.813; 0.50
 3.822; 0.46
 3.635; 2.80
 3.635; 2.80
 3.635; 2.80
 4.050; 2.61
 3.707; 2.40
 3.707; 2.40
 3.707; 2.40
 4.167; 2.68
 4.212; 2.67
 4.200; 2.60
 4.010; 2.19
 4.325; 2.78
 4.050; 2.12
 4.117; 2.21
 3.936; 1.91
 4.040; 2.02
 4.020; 1.94
 3.956; 1.71
 3.981; 1.74
 3.981; 1.74
 3.981; 1.74
 4.050; 1.82
 4.020; 1.77
 4.020; 1.76
 3.994; 1.57
 3.941; 1.50
 3.941; 1.50
 3.941; 1.50
 3.945; 3.23
 4.010; 2.65
 4.225; 2.93
 3.994; 2.44
 4.030; 2.46
 4.075; 2.46
 4.167; 2.48
 4.325; 2.86
 4.300; 2.74
 4.075; 2.04
 3.927; 1.76
 3.994; 1.57
 3.981; 1.45
 4.040; 1.53
 3.981; 1.40
 3.936; 1.32
 3.936; 1.31
 3.981; 1.32
 4.010; 1.33
 3.963; 1.26
 3.927; 1.16
 3.969; 1.20
 3.936; 1.16
 3.877; 1.13
 3.877; 1.13
 3.877; 1.13
 3.932; 1.14
 3.936; 1.14
 3.822; 1.09
 3.789; 1.11
 3.885; 1.06
 3.819; 1.03
 3.825; 0.99
 3.862; 0.97
 3.862; 0.97
 3.862; 0.97
 3.806; 0.95
 3.789; 0.92
 3.834; 0.90
 3.847; 0.90
 3.847; 0.90
 3.847; 0.90
 3.806; 0.86
 3.816; 0.83
 3.813; 0.83
 3.834; 0.80
 3.834; 0.80
 3.834; 0.80
 3.795; 0.81
 3.806; 0.78
 3.755; 0.72
 3.806; 0.67
 3.806; 0.67
 3.806; 0.67
 3.800; 0.65
 3.800; 0.65
 3.800; 0.65
 3.816; 0.64
 3.777; 0.64
 3.795; 0.59
 3.795; 0.59
 3.795; 0.59
 3.732; 0.64
 3.759; 0.56
 4.325; 2.89
 4.075; 2.30
 4.000; 2.03
 4.212; 2.29
 4.020; 1.82
 4.237; 2.22
 4.167; 1.94
 4.000; 1.50
 3.981; 1.46
 3.918; 1.39
 3.918; 1.39
 3.918; 1.39
 4.000; 1.38
 3.869; 1.25
 3.914; 1.25
 3.873; 1.23
 3.892; 1.02
 3.936; 0.89
 3.731; 2.39
 3.731; 2.39
 3.731; 2.39
 3.994; 2.22
 3.715; 2.15
 3.715; 2.15
 3.715; 2.15
 4.062; 2.24
 4.062; 2.24
 4.062; 2.24
 3.994; 2.09
 3.981; 2.07
 4.040; 2.15
 4.040; 2.15
 4.040; 2.15
 4.020; 2.12
 4.010; 2.10
 4.075; 2.20
 4.020; 2.09
 3.969; 2.01
 3.981; 2.01
 3.994; 2.01
 4.020; 2.02
 4.020; 2.02
 4.020; 2.02
 3.981; 1.96
 4.010; 1.99
 3.994; 1.96
 4.020; 1.99
 4.020; 1.99
 4.020; 1.99
 3.988; 1.91
 3.981; 1.89
 4.010; 1.92
 4.010; 1.92
 4.010; 1.92
 3.698; 1.90
 4.030; 1.94
 4.010; 1.90
 4.010; 1.88
 3.862; 1.76
 3.981; 1.80
 3.981; 1.80
 3.981; 1.80
 3.969; 1.77
 4.000; 1.80
 3.994; 1.77
 3.994; 1.77
 4.030; 1.82
 3.969; 1.66
 3.969; 1.66
 3.969; 1.66
 3.994; 1.70
 3.994; 1.69
 3.988; 1.67
 4.020; 1.70
 3.988; 1.64
 3.981; 1.61
 3.981; 1.60
 3.956; 1.54
 3.969; 1.54
 3.975; 1.54
 3.975; 1.53
 4.087; 1.70
 3.975; 1.51
 3.950; 1.48
 3.963; 1.47
 3.963; 1.45
 3.941; 1.43
 3.981; 1.48
 3.963; 1.45
 3.945; 1.42
 3.941; 1.41
 3.963; 1.44
 3.941; 1.40
 3.969; 1.41
 3.941; 1.37
 3.932; 1.35
 3.905; 1.32
 3.905; 1.32
 3.905; 1.32
 3.932; 1.33
 3.927; 1.32
 3.923; 1.32
 3.936; 1.31
 3.932; 1.29
 3.923; 1.26
 3.936; 1.25
 3.923; 1.24
 3.918; 1.21
 3.950; 1.22
 3.932; 1.20
 3.909; 1.17
 3.914; 1.17
 3.927; 1.16
 3.923; 1.15
 3.936; 1.16
 3.909; 1.13
 3.923; 1.13
 3.932; 1.13
 3.862; 1.09
 3.905; 1.10
 3.918; 1.11
 3.927; 1.12
 3.914; 1.10
 3.877; 1.06
 3.877; 1.06
 3.877; 1.06
 3.905; 1.07
 3.862; 1.05
 3.862; 1.05
 3.862; 1.05
 3.941; 1.08
 3.865; 1.02
 3.865; 1.02
 3.865; 1.02
 3.905; 1.02
 3.704; 1.09
 3.881; 0.94
 3.888; 0.94
 3.888; 0.93
 3.877; 0.92
 3.865; 0.92
 3.885; 0.92
 3.858; 0.89
 3.862; 0.87
 3.865; 0.86
 3.905; 0.86
 3.881; 0.85
 3.862; 0.85
 3.869; 0.84
 3.865; 0.83
 3.881; 0.83
 3.844; 0.81
 3.850; 0.81
 3.825; 0.81
 3.825; 0.81
 3.825; 0.81
 3.865; 0.79
 3.869; 0.78
 3.862; 0.77
 3.850; 0.77
 3.869; 0.77
 3.862; 0.76
 3.865; 0.72
 3.873; 0.71
 3.844; 0.71
 3.850; 0.70
 3.831; 0.69
 3.885; 0.68
 3.837; 0.68
 3.831; 0.65
 3.828; 0.62
 3.841; 0.61
 3.831; 0.61
 3.819; 0.61
 3.819; 0.60
 3.803; 0.59
 3.803; 0.59
 3.803; 0.59
 3.844; 0.57
 3.847; 0.57
 3.831; 0.57
 3.850; 0.56
 3.803; 0.58
 3.803; 0.58
 3.803; 0.58
 3.844; 0.54
 3.822; 0.54
 3.800; 0.53
 3.828; 0.52
 3.831; 0.49
 3.825; 0.46
 3.822; 0.46
 3.844; 0.45
 3.813; 0.42
 3.806; 0.39
 3.816; 0.35
 3.798; 0.23
 3.786; 0.10
 3.711; 2.86
 3.711; 2.86
 3.711; 2.86
 3.762; 2.70
 3.762; 2.70
 3.762; 2.70
 3.711; 2.68
 3.711; 2.68
 3.711; 2.68
 3.780; 2.55
 3.750; 2.41
 3.750; 2.41
 3.750; 2.41
 4.133; 2.66
 4.133; 2.66
 4.133; 2.66
 3.663; 2.49
 3.663; 2.49
 3.663; 2.49
 4.600; 3.76
 3.798; 2.27
 4.183; 2.72
 4.133; 2.60
 4.325; 2.96
 4.133; 2.46
 4.200; 2.62
 4.062; 2.24
 4.062; 2.24
 4.062; 2.24
 4.100; 2.20
 4.020; 2.00
 4.020; 2.00
 4.020; 2.00
 4.183; 2.30
 4.000; 1.86
 4.000; 1.86
 4.000; 1.86
 4.000; 1.85
 4.000; 1.85
 4.000; 1.85
 4.150; 2.13
 3.975; 1.77
 4.040; 1.86
 3.994; 1.79
 4.000; 1.77
 4.040; 1.83
 3.945; 1.66
 3.956; 1.65
 3.956; 1.65
 3.956; 1.65
 4.010; 1.72
 3.969; 1.64
 3.994; 1.65
 4.050; 1.73
 4.020; 1.69
 3.994; 1.64
 3.988; 1.55

